Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
859,Australia,Potatoes,1991,285359,534.0,17866.0,13.77
23049,Pakistan,"Rice, paddy",2012,35966,494.0,990.09,26.11
13687,India,Cassava,2009,343433,1083.0,28707.01,27.43
25239,Spain,Wheat,1991,24592,636.0,39147.0,11.92
16324,Japan,"Rice, paddy",1993,45783,1668.0,79821.18,14.68
15356,Indonesia,Potatoes,2013,160184,2702.0,1597.0,27.88
22602,Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,24.66
11206,India,Cassava,1994,245277,1083.0,61357.0,25.75
27185,Uganda,Wheat,1993,18000,1180.0,71.0,23.62
9678,Guatemala,Soybeans,2013,25333,1996.0,20489.4,20.37
22685,Pakistan,Soybeans,2006,11287,494.0,6925.13,27.29
12655,India,Maize,2002,16807,1083.0,42482.56,27.35
1873,Azerbaijan,Sorghum,1992,578,447.0,148.68,10.93
21618,Niger,Sorghum,2008,4291,151.0,12.04,29.3
16182,Jamaica,Yams,2013,165476,2051.0,909.71,27.41
26227,Tajikistan,Sorghum,2001,13444,691.0,452.56,9.16
9818,Guinea,Sweet potatoes,2009,32878,1651.0,449.26,27.37
633,Argentina,Cassava,2007,100000,591.0,81582.64,16.71
20089,Mexico,"Rice, paddy",2008,44619,758.0,61732.11,25.22
17183,Kazakhstan,Wheat,1994,7490,250.0,17182.0,6.04
26164,Switzerland,Soybeans,2012,28111,1537.0,2077.9,7.96
387,Argentina,Soybeans,1990,21566,591.0,26156.0,17.46
16150,Jamaica,Plantains and others,2009,185819,2051.0,909.71,27.42
8972,Germany,Wheat,1996,72932,700.0,31683.0,7.88
5347,Burundi,Yams,2013,79279,1274.0,956.06,21.53
25060,South Africa,Maize,2009,49640,495.0,26857.0,15.44
6118,Canada,Soybeans,2013,28810,537.0,81659.8,9.19
6240,Central African Republic,Sorghum,2006,9517,1342.0,22.87,25.85
17497,Kenya,Soybeans,1999,8228,630.0,3056.0,16.7
3992,Brazil,Soybeans,2005,22303,1761.0,232232.0,24.79
27765,Uruguay,Sorghum,1997,33428,1300.0,3362.05,17.46
13549,India,Potatoes,2008,192973,1083.0,14485.33,25.11
10143,Haiti,Yams,2011,74540,1440.0,27.85,27.1
7901,Ecuador,Potatoes,2007,68022,2274.0,14156.16,21.99
5706,Canada,Potatoes,1995,107859,537.0,32223.4,5.47
24634,South Africa,Sweet potatoes,1992,36324,495.0,16582.0,16.48
21227,New Zealand,Wheat,1991,48149,1732.0,3490.0,12.82
19679,Mexico,Cassava,2001,153208,758.0,31373.3,15.98
11232,India,Maize,1994,14480,1083.0,61357.0,25.22
2790,Brazil,Sorghum,1992,17190,1761.0,67003.89,27.42
22397,Pakistan,Maize,2001,17631,494.0,11871.0,27.7
5147,Burundi,Sweet potatoes,1990,64427,1274.0,92.08,21.15
27556,United Kingdom,Potatoes,1997,429656,1220.0,35490.0,8.87
16414,Japan,Soybeans,1995,17347,1668.0,79821.18,14.83
3550,Brazil,Maize,2000,27182,1761.0,140423.0,18.65
20017,Mexico,Potatoes,2007,270565,758.0,64501.28,24.88
12787,India,Wheat,2002,27621,1083.0,42482.56,27.35
18337,Malawi,"Rice, paddy",2004,11681,1181.0,48.28,20.44
10232,Honduras,Potatoes,1998,129694,1976.0,3495.0,25.37
23162,Papua New Guinea,Sorghum,1991,26190,3142.0,121.0,25.04
6331,Chile,Maize,1994,89381,1522.0,15373.0,13.42
11763,India,Maize,1997,17111,1083.0,52279.0,26.19
9525,Guatemala,Soybeans,1995,27692,1996.0,12004.33,19.98
4267,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,24.26
24732,South Africa,"Rice, paddy",1996,22331,495.0,19508.0,15.23
11661,India,Sorghum,1996,9591,1083.0,56114.0,25.75
17462,Kenya,Maize,1996,14506,630.0,6344.0,16.44
21829,Pakistan,Maize,1992,13966,494.0,5518.0,22.36
10971,India,Soybeans,1992,8947,1083.0,70791.0,26.41
5524,Cameroon,Soybeans,2008,11999,1604.0,882.13,25.42
28054,Zambia,Sorghum,2013,6478,1020.0,1670.0,20.14
1492,Australia,"Rice, paddy",2007,82609,534.0,32446.25,17.49
21387,Nicaragua,"Rice, paddy",1999,36568,2280.0,4097.16,26.82
8614,Eritrea,Potatoes,2000,70012,383.0,24.96,24.76
14609,Indonesia,"Rice, paddy",1991,43465,2702.0,3259.0,27.21
16735,Japan,Potatoes,2004,330734,1668.0,64688.88,16.56
20455,Montenegro,Wheat,2008,35016,241.0,0.55,11.62
19257,Mexico,"Rice, paddy",1994,42555,758.0,34468.93,25.05
6770,Colombia,Wheat,2004,18879,3240.0,105514.19,22.63
3314,Brazil,Wheat,1997,16359,1761.0,110276.11,18.36
9484,Guatemala,Wheat,1990,19983,1996.0,12004.33,19.64
9676,Guatemala,"Rice, paddy",2013,29387,1996.0,20489.4,20.37
9940,Guyana,Cassava,2008,103175,2387.0,234.27,27.31
8191,Egypt,Maize,1998,72257,51.0,4715.0,21.29
18097,Madagascar,Wheat,1994,20000,1513.0,76.15,19.96
806,Armenia,Potatoes,2013,215290,562.0,278.72,11.08
6450,Chile,Wheat,2006,44601,1522.0,9830.72,6.84
7946,Ecuador,Cassava,2009,31191,2274.0,9666.87,22.42
2315,Bangladesh,Soybeans,2009,14660,2666.0,13790.09,26.54
6306,Chile,"Rice, paddy",1991,39366,1522.0,15373.0,6.37
23464,Peru,Wheat,2007,12562,1738.0,9011.14,16.68
20033,Mexico,Sorghum,2007,34947,758.0,64501.28,24.88
15447,Iraq,Soybeans,1995,14000,216.0,816.0,19.86
14284,India,"Rice, paddy",2012,36909,1083.0,52980.0,26.89
25441,Spain,Sorghum,2001,38704,636.0,35700.0,17.84
27183,Uganda,Soybeans,1993,10308,1180.0,71.0,23.62
1328,Australia,"Rice, paddy",2002,82580,534.0,26651.0,18.93
10028,Haiti,"Rice, paddy",1996,24896,1440.0,14.44,26.85
1145,Australia,Maize,1998,47544,534.0,37215.0,20.62
11296,India,Sorghum,1994,7786,1083.0,61357.0,26.03
23829,Romania,Potatoes,1994,118525,637.0,21811.0,12.7
26214,Tajikistan,"Rice, paddy",1999,24908,691.0,601.94,8.74
1227,Australia,Wheat,1999,20066,534.0,34200.0,17.55
18010,Lithuania,Maize,1997,14708,656.0,928.0,6.29
21819,Pakistan,Wheat,1991,18410,494.0,5962.0,24.38
28182,Zimbabwe,Sorghum,2006,4091,657.0,3164.45,20.7
8136,Egypt,Maize,1994,59065,51.0,4283.0,22.02
26686,Turkey,"Rice, paddy",1996,51114,593.0,30286.0,11.29
18724,Mauritania,Sweet potatoes,1991,9974,92.0,39.09,27.38
17736,Lebanon,Wheat,2006,28998,661.0,1816.0,19.59
17622,Kenya,Maize,2013,16922,630.0,1578.0,16.91
15385,Iraq,Sorghum,1990,7273,216.0,692.0,19.76
4912,Bulgaria,Sorghum,2006,22752,608.0,2103.5,9.08
15602,Iraq,Soybeans,2009,8846,216.0,1429.27,23.87
21911,Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,27.72
611,Argentina,Soybeans,2005,27287,591.0,65437.73,17.32
6649,Colombia,Maize,1997,17054,3240.0,16005.0,27.54
27249,Uganda,Cassava,2001,135000,1180.0,88.0,23.47
21487,Nicaragua,Cassava,2013,78931,2280.0,4413.82,27.26
10518,India,Cassava,1990,205381,1083.0,75000.0,24.78
1344,Australia,Sweet potatoes,2002,347368,534.0,26651.0,12.31
8700,Estonia,Wheat,2010,27440,626.0,514.0,5.06
6644,Colombia,Wheat,1996,21824,3240.0,18131.0,22.07
4483,Brazil,Soybeans,2010,29475,1761.0,342580.0,20.72
5089,Burkina Faso,Sorghum,2007,9374,748.0,292.05,28.96
4526,Brazil,Cassava,2011,146230,1761.0,345026.0,27.36
21961,Pakistan,Maize,1994,15004,494.0,6183.0,18.78
16362,Japan,Potatoes,1994,312107,1668.0,79821.18,13.78
20851,Mozambique,Potatoes,1998,122951,1032.0,51.98,22.22
2476,Belgium,Potatoes,2013,454642,847.0,5905.6,10.36
8139,Egypt,"Rice, paddy",1994,79130,51.0,4283.0,21.1
4998,Burkina Faso,Maize,1995,11441,748.0,3.04,28.46
20690,Morocco,Soybeans,2006,10000,346.0,13697.0,18.51
22252,Pakistan,Sweet potatoes,1998,108413,494.0,18406.0,23.11
25989,Suriname,Sweet potatoes,2006,191628,2331.0,1483.84,27.34
10679,India,Cassava,1991,218925,1083.0,72133.0,26.9
18602,Mali,Sweet potatoes,2000,99214,282.0,17.59,27.51
18721,Mauritania,Potatoes,1991,46591,92.0,39.09,27.38
26239,Tajikistan,Sorghum,2004,17786,691.0,228.5,9.24
19638,Mexico,Potatoes,2000,239420,758.0,34468.93,21.12
24005,Rwanda,Cassava,1997,24699,1212.0,249.0,19.78
16687,Japan,Maize,2002,24615,1668.0,70262.54,16.09
9458,Greece,"Rice, paddy",2011,81086,652.0,8189.8,17.67
28160,Zimbabwe,Sweet potatoes,2002,21250,657.0,3023.72,21.08
16111,Jamaica,Sweet potatoes,2002,161648,2051.0,909.71,27.51
20480,Morocco,Soybeans,1990,16181,346.0,9364.0,18.29
18751,Mauritania,Sorghum,1995,6350,92.0,39.09,27.7
24177,Saudi Arabia,Sorghum,1993,12034,59.0,994.0,25.9
9122,Germany,Wheat,2010,72120,700.0,40832.42,8.61
2748,Brazil,Cassava,1992,120019,1761.0,67003.89,25.61
17840,Lesotho,Wheat,2009,3473,788.0,77.7,14.62
22905,Pakistan,Maize,2010,38052,494.0,2968.44,26.79
21295,New Zealand,Wheat,2009,74918,1732.0,5086.0,12.84
11711,India,Sweet potatoes,1996,80716,1083.0,56114.0,25.99
215,Angola,Potatoes,1990,40000,1010.0,64.0,24.12
16484,Japan,Potatoes,1997,307549,1668.0,79821.18,13.43
15302,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,27.19
8948,Germany,Wheat,1994,67684,700.0,26330.0,10.43
3316,Brazil,Wheat,1997,16359,1761.0,110276.11,27.85
17642,Latvia,Wheat,1997,25909,641.0,334.0,6.17
10513,India,Cassava,1990,205381,1083.0,75000.0,25.12
14880,Indonesia,Maize,1999,26629,2702.0,1597.0,25.26
23631,Portugal,Wheat,1995,13872,854.0,11815.0,17.23
26549,Turkey,Wheat,1990,21227,593.0,29918.0,17.94
27313,Uganda,Maize,2009,24996,1180.0,88.0,24.18
13983,India,Sweet potatoes,2010,92069,1083.0,40093.69,26.61
18885,Mauritius,Maize,1992,44333,2041.0,687.86,23.81
2099,Bangladesh,"Rice, paddy",1991,26592,2666.0,1287.0,25.85
4390,Brazil,Sweet potatoes,2009,113035,1761.0,335742.0,22.25
16994,Japan,"Rice, paddy",2010,65135,1668.0,55576.0,13.82
15533,Iraq,Wheat,2002,15703,216.0,878.68,20.1
13100,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.28
9007,Germany,Soybeans,1999,26010,700.0,30019.0,5.55
2017,Bahamas,Maize,2002,30500,1292.0,384.23,25.79
24875,South Africa,Sorghum,2001,23429,495.0,26857.0,21.25
27392,Ukraine,Wheat,1997,28277,565.0,42129.32,7.21
24370,Senegal,Maize,1996,10438,686.0,411.33,25.49
1708,Australia,Sorghum,2012,33960,534.0,48687.88,16.84
3363,Brazil,Potatoes,1998,156439,1761.0,118930.56,18.49
13519,India,Maize,2008,24140,1083.0,14485.33,24.25
23644,Portugal,Yams,1997,167258,854.0,12750.0,17.1
16985,Japan,Maize,2010,25642,1668.0,55576.0,15.87
5881,Canada,Soybeans,2002,22814,537.0,34226.0,5.47
15598,Iraq,"Rice, paddy",2009,31511,216.0,1429.27,23.87
4674,Brazil,Sorghum,2012,29317,1761.0,346583.0,24.84
25842,Sri Lanka,Cassava,2011,120967,1712.0,1290.31,26.65
26024,Suriname,Soybeans,2012,10000,2331.0,633.92,27.4
14611,Indonesia,Soybeans,1991,11369,2702.0,3259.0,27.04
27025,Turkey,Wheat,2009,25667,593.0,37651.15,19.94
15585,Iraq,Potatoes,2008,105689,216.0,1245.94,20.46
1125,Australia,Sorghum,1997,26195,534.0,34091.0,17.51
5628,Canada,Maize,1992,56927,537.0,29387.0,4.41
26688,Turkey,"Rice, paddy",1996,51114,593.0,30286.0,13.77
21080,Nepal,Wheat,1998,15463,1500.0,91.07,15.49
19016,Mexico,Soybeans,1990,20145,758.0,34468.93,21.46
22345,Pakistan,Potatoes,2000,169078,494.0,27885.0,27.12
11535,India,Sweet potatoes,1995,80643,1083.0,61257.0,26.01
3009,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,20.77
2618,Brazil,Sweet potatoes,1990,101661,1761.0,49695.0,25.29
20837,Mozambique,Potatoes,1996,126820,1032.0,65.85,21.53
23527,Poland,Wheat,1992,30635,600.0,7363.0,8.65
15295,Indonesia,Soybeans,2011,13681,2702.0,1597.0,27.24
23306,Papua New Guinea,Maize,2013,54545,3142.0,105.0,25.44
21972,Pakistan,"Rice, paddy",1994,24333,494.0,6183.0,24.78
26126,Switzerland,Maize,2002,92168,1537.0,1526.6,8.42
13854,India,Cassava,2010,347555,1083.0,40093.69,27.69
11579,India,Cassava,1996,238528,1083.0,56114.0,25.99
27292,Uganda,Sweet potatoes,2006,45000,1180.0,88.0,23.95
11955,India,Potatoes,1998,146020,1083.0,49157.0,27.48
16899,Japan,Maize,2008,25456,1668.0,58750.0,15.98
26945,Turkey,Potatoes,2007,276422,593.0,48715.51,19.82
18484,Malaysia,"Rice, paddy",2008,35836,2875.0,54821.91,27.12
236,Angola,Wheat,1993,8876,1010.0,169.0,24.15
17849,Lesotho,Maize,2012,6712,788.0,271.84,14.62
2271,Bangladesh,Sorghum,2006,13587,2666.0,9074.43,26.44
14041,India,Cassava,2011,364770,1083.0,55540.0,27.02
22128,Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,22.61
10633,India,Soybeans,1990,10145,1083.0,75000.0,25.64
3893,Brazil,Soybeans,2004,23005,1761.0,214725.0,24.24
425,Argentina,Cassava,1993,100000,591.0,26156.0,17.32
5443,Cameroon,Sorghum,1999,11239,1604.0,653.0,24.97
10565,India,Potatoes,1990,157136,1083.0,75000.0,26.63
15771,Italy,Maize,1995,89695,832.0,84153.0,12.47
14153,India,Soybeans,2011,11998,1083.0,55540.0,25.64
8566,El Salvador,Sorghum,2011,14534,1784.0,3231.13,25.95
18475,Malaysia,Maize,2006,32000,2875.0,39406.48,27.29
14724,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,25.21
20677,Morocco,Sweet potatoes,2005,129483,346.0,13966.0,18.18
19938,Mexico,Cassava,2006,137648,758.0,50891.95,20.3
22129,Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,26.5
7133,Dominican Republic,Sorghum,1992,25700,1410.0,4971.0,26.4
9666,Guatemala,Potatoes,2012,249536,1996.0,19726.3,19.88
20657,Morocco,"Rice, paddy",2004,67045,346.0,15064.0,18.07
17502,Kenya,Maize,2000,14400,630.0,1998.0,16.73
8801,France,Maize,1998,84528,867.0,107753.0,11.25
3128,Brazil,Yams,1995,91587,1761.0,92967.22,18.27
12955,India,Wheat,2004,27132,1083.0,35113.0,25.59
26923,Turkey,"Rice, paddy",2006,70273,593.0,27421.0,14.11
14556,Indonesia,Maize,1990,21323,2702.0,2432.0,25.37
3381,Brazil,Sorghum,1998,17768,1761.0,118930.56,18.2
929,Australia,Wheat,1992,17812,534.0,22234.0,19.79
26039,Sweden,Wheat,1993,58993,624.0,1466.0,6.98
20539,Morocco,Wheat,1994,18111,346.0,10992.57,17.88
10780,India,Sorghum,1991,6553,1083.0,72133.0,25.74
12199,India,Soybeans,1999,11380,1083.0,46195.0,24.9
15886,Italy,"Rice, paddy",2004,66317,832.0,83810.0,7.74
19939,Mexico,Cassava,2006,137648,758.0,50891.95,23.33
2216,Bangladesh,Potatoes,2001,129163,2666.0,3295.78,25.93
18646,Mali,Soybeans,2006,16032,282.0,11.87,27.62
23232,Papua New Guinea,Sorghum,2001,29167,3142.0,105.0,25.43
17418,Kenya,Sweet potatoes,1991,109373,630.0,3469.0,16.26
5813,Canada,Wheat,1999,25971,537.0,44293.0,9.53
16171,Jamaica,Plantains and others,2012,180025,2051.0,909.71,27.51
12980,India,Cassava,2005,304978,1083.0,35342.0,25.72
3794,Brazil,Soybeans,2002,25739,1761.0,145552.0,25.18
13486,India,Wheat,2007,27079,1083.0,27422.77,26.15
23376,Peru,Maize,1997,20008,1738.0,4307.0,18.62
14902,Indonesia,Soybeans,1999,12013,2702.0,1597.0,26.62
17569,Kenya,Wheat,2007,30940,630.0,1578.0,16.6
19123,Mexico,Potatoes,1992,168178,758.0,34468.93,21.92
7473,Ecuador,Sorghum,1990,28273,2274.0,2537.0,21.82
2424,Belarus,Maize,2009,46818,618.0,8306.31,6.75
16552,Japan,Wheat,1998,35111,1668.0,79821.18,16.39
7736,Ecuador,Plantains and others,2000,30460,2274.0,17948.0,21.46
632,Argentina,Wheat,2006,25302,591.0,65872.12,18.35
16403,Japan,Potatoes,1995,323558,1668.0,79821.18,14.97
14477,India,Sorghum,2013,8502,1083.0,45620.0,26.79
2951,Brazil,Maize,1994,23629,1761.0,84312.78,18.42
17184,Kazakhstan,Wheat,1994,7490,250.0,17182.0,3.12
6282,Central African Republic,Sorghum,2012,11707,1342.0,22.87,25.28
2267,Bangladesh,Potatoes,2006,143848,2666.0,9074.43,26.44
9010,Germany,Wheat,1999,75411,700.0,30019.0,5.55
17104,Japan,Yams,2012,222059,1668.0,54716.4,15.14
719,Argentina,"Rice, paddy",2012,66617,591.0,136185.08,18.18
17771,Lesotho,Sorghum,1991,5399,788.0,0.3,14.66
21401,Nicaragua,Plantains and others,2001,95000,2280.0,3603.5,26.78
10742,India,Potatoes,1991,162540,1083.0,72133.0,26.7
4006,Brazil,Wheat,2005,19735,1761.0,232232.0,20.78
13877,India,Maize,2010,25401,1083.0,40093.69,26.31
25232,Spain,Soybeans,1991,26222,636.0,39147.0,16.37
11868,India,Sweet potatoes,1997,84850,1083.0,52279.0,25.58
12979,India,Cassava,2005,304978,1083.0,35342.0,26.23
15639,Iraq,Soybeans,2012,8334,216.0,1979.27,20.7
2919,Brazil,Wheat,1993,14825,1761.0,75658.33,17.93
25603,Spain,Potatoes,2010,293910,636.0,39043.0,16.83
10471,Hungary,Wheat,2008,50024,589.0,12084.0,11.55
19036,Mexico,Wheat,1990,42143,758.0,34468.93,19.27
16646,Japan,Maize,2001,25000,1668.0,78735.45,13.13
10982,India,Soybeans,1992,8947,1083.0,70791.0,24.62
25118,South Africa,Maize,2011,43671,495.0,26857.0,15.49
16083,Jamaica,Sweet potatoes,1998,159788,2051.0,909.71,27.8
23139,Pakistan,Sweet potatoes,2013,88711,494.0,0.92,27.38
22266,Pakistan,Wheat,1998,22376,494.0,18406.0,26.41
26203,Tajikistan,Sorghum,1997,8883,691.0,751.31,8.69
9454,Greece,Sweet potatoes,2010,215419,652.0,5607.7,19.3
5847,Canada,Maize,2001,66187,537.0,38456.0,7.77
1880,Azerbaijan,Soybeans,1993,811,447.0,148.68,10.53
871,Australia,Sorghum,1991,19865,534.0,17866.0,13.77
12737,India,Soybeans,2002,7624,1083.0,42482.56,26.75
7012,Croatia,Sorghum,2008,35023,1113.0,2388.0,11.09
23227,Papua New Guinea,Yams,2000,175000,3142.0,105.0,25.4
22778,Pakistan,Maize,2008,34154,494.0,4946.79,24.89
27893,Zambia,"Rice, paddy",1992,5764,1020.0,1080.0,21.85
6544,Colombia,Plantains and others,1991,72329,3240.0,16817.0,22.53
10168,Honduras,Cassava,1991,76776,1976.0,6289.7,24.61
25119,South Africa,Potatoes,2011,349826,495.0,26857.0,20.72
20195,Mexico,Cassava,2010,131579,758.0,63402.29,21.99
3844,Brazil,Maize,2004,33671,1761.0,214725.0,27.72
7560,Ecuador,Sweet potatoes,1993,36276,2274.0,1844.0,21.86
6645,Colombia,Yams,1996,109892,3240.0,18131.0,27.12
23151,Papua New Guinea,Cassava,1990,105566,3142.0,121.0,25.27
15168,Indonesia,Maize,2008,40776,2702.0,1597.0,25.32
7694,Ecuador,Soybeans,1998,12691,2274.0,21500.0,22.72
19584,Mexico,Sorghum,1999,29901,758.0,34468.93,20.86
7405,Dominican Republic,Sorghum,2010,21139,1410.0,6316.61,27.01
28089,Zimbabwe,Wheat,1993,57708,657.0,1716.0,20.88
25282,Spain,Wheat,1993,24492,636.0,29408.0,16.4
5395,Cameroon,Sweet potatoes,1994,61724,1604.0,411.42,24.93
3270,Brazil,"Rice, paddy",1997,27310,1761.0,110276.11,18.36
14843,Indonesia,Cassava,1998,121925,2702.0,1597.0,27.9
6071,Canada,Soybeans,2011,28738,537.0,62107.2,9.32
2134,Bangladesh,"Rice, paddy",1994,25328,2666.0,1594.5,25.91
21551,Niger,Cassava,1998,159723,151.0,36.0,29.97
2021,Bahamas,Sweet potatoes,2004,33846,1292.0,269.66,25.46
24856,South Africa,Sweet potatoes,2000,35174,495.0,26857.0,15.13
1942,Azerbaijan,Maize,2006,45777,447.0,148.68,12.66
8067,Ecuador,Sorghum,2013,15608,2274.0,6471.77,21.69
17936,Libya,Maize,2004,24000,56.0,7306.63,20.46
8037,Ecuador,"Rice, paddy",2012,42178,2274.0,11469.74,21.86
8478,El Salvador,Sorghum,1999,13111,1784.0,2854.16,25.67
23465,Peru,Cassava,2008,113363,1738.0,12598.66,17.34
15143,Indonesia,Potatoes,2007,160919,2702.0,1597.0,27.49
8770,France,Wheat,1992,63992,867.0,85249.0,11.15
27587,United Kingdom,Potatoes,2000,399759,1220.0,33031.28,10.52
13299,India,Wheat,2006,26188,1083.0,37423.0,24.72
24807,South Africa,Maize,1999,22274,495.0,26098.8,21.64
23390,Peru,Soybeans,1998,14309,1738.0,4374.0,18.13
17994,Libya,Wheat,2013,7955,56.0,3548.0,20.78
21412,Nicaragua,Sorghum,2002,19597,2280.0,5715.36,27.0
24892,South Africa,Maize,2002,28516,495.0,26857.0,15.88
9399,Greece,Wheat,2001,25096,652.0,10725.0,18.67
1366,Australia,"Rice, paddy",2004,83305,534.0,36276.0,16.64
12940,India,Sweet potatoes,2004,88588,1083.0,35113.0,24.69
10585,India,"Rice, paddy",1990,26125,1083.0,75000.0,26.59
20552,Morocco,Sweet potatoes,1995,156909,346.0,11399.71,18.72
12021,India,Soybeans,1998,11001,1083.0,49157.0,27.48
8737,Finland,Potatoes,2006,205607,536.0,1645.3,5.91
10539,India,Maize,1990,15178,1083.0,75000.0,25.44
27678,United Kingdom,Wheat,2010,76746,1220.0,16770.87,8.4
24954,South Africa,Potatoes,2005,333534,495.0,26857.0,16.29
13480,India,Wheat,2007,27079,1083.0,27422.77,27.55
21031,Namibia,Wheat,2012,61692,285.0,56.0,20.11
16991,Japan,Potatoes,2010,277576,1668.0,55576.0,15.87
2086,Bangladesh,"Rice, paddy",1990,25661,2666.0,1266.0,25.98
9580,Guatemala,Sweet potatoes,2001,60000,1996.0,10023.42,19.62
5979,Canada,Soybeans,2007,23010,537.0,45140.03,7.72
23766,Qatar,Potatoes,2000,86667,74.0,68.0,28.06
28094,Zimbabwe,Sorghum,1994,3276,657.0,1664.0,20.64
22635,Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,26.04
10244,Honduras,Soybeans,1999,21429,1976.0,2387.0,24.41
4757,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,27.71
23590,Poland,Maize,2012,73481,600.0,21885.99,8.48
17196,Kazakhstan,Wheat,1995,5748,250.0,13535.0,4.33
14540,India,Wheat,2013,31538,1083.0,45620.0,25.44
5818,Canada,Maize,2000,62844,537.0,39667.0,6.93
7340,Dominican Republic,Sorghum,2006,20497,1410.0,4116.45,27.01
569,Argentina,Cassava,2002,100000,591.0,64134.56,17.58
10285,Honduras,Plantains and others,2005,84440,1976.0,3666.21,24.77
13296,India,Wheat,2006,26188,1083.0,37423.0,26.34
26159,Switzerland,Potatoes,2011,457778,1537.0,2132.14,8.68
10493,Hungary,Sorghum,2012,28081,589.0,8141.17,11.31
21689,Norway,Wheat,2007,43973,1414.0,722.07,3.96
18221,Madagascar,"Rice, paddy",2011,37806,1513.0,310.36,20.33
4804,Brazil,Wheat,2013,27491,1761.0,367778.0,17.84
19617,Mexico,Cassava,2000,113284,758.0,34468.93,25.16
27282,Uganda,Soybeans,2005,10972,1180.0,88.0,24.29
15742,Italy,Maize,1993,86612,832.0,89282.2,7.43
7213,Dominican Republic,Sorghum,1997,25468,1410.0,3846.0,27.01
14267,India,"Rice, paddy",2012,36909,1083.0,52980.0,24.37
24113,Rwanda,Cassava,2010,120430,1212.0,953.85,20.12
11052,India,Maize,1993,16015,1083.0,66388.0,25.88
23362,Peru,Sorghum,1995,42594,1738.0,3134.0,17.26
24804,South Africa,Wheat,1998,25295,495.0,24304.0,16.11
11423,India,Maize,1995,15946,1083.0,61257.0,27.03
16792,Japan,Soybeans,2005,16791,1668.0,63829.77,15.36
24556,South Africa,Maize,1990,22051,495.0,16582.0,15.56
23866,Romania,"Rice, paddy",2000,26441,637.0,9427.4,12.44
27654,United Kingdom,Potatoes,2008,416597,1220.0,21596.68,9.82
14921,Indonesia,Maize,2000,27649,2702.0,1597.0,27.44
17941,Libya,Maize,2005,24000,56.0,8314.0,19.48
7809,Ecuador,Cassava,2004,39602,2274.0,29799.84,22.04
11722,India,Wheat,1996,24828,1083.0,56114.0,25.79
22180,Pakistan,Soybeans,1997,12942,494.0,16936.0,22.14
6969,Croatia,Wheat,1998,42214,1113.0,2904.5,10.42
27717,Uruguay,Soybeans,1990,12982,1300.0,1762.01,16.91
17858,Libya,Maize,1990,10000,56.0,87.0,20.53
7228,Dominican Republic,Sorghum,1998,24125,1410.0,4375.0,27.16
6697,Colombia,Wheat,1999,21537,3240.0,66088.0,26.77
5748,Canada,Maize,1997,68702,537.0,38258.2,4.54
8153,Egypt,"Rice, paddy",1995,81356,51.0,4391.0,20.62
1539,Australia,"Rice, paddy",2008,75988,534.0,42935.38,17.32
17059,Japan,Yams,2011,220905,1668.0,51796.3,15.71
23258,Papua New Guinea,Potatoes,2006,46014,3142.0,105.0,25.04
6777,Colombia,Plantains and others,2005,78868,3240.0,117881.45,27.56
20772,Morocco,Sorghum,2012,9475,346.0,13697.0,18.2
11638,India,"Rice, paddy",1996,28226,1083.0,56114.0,25.55
27370,Ukraine,Potatoes,1994,105449,565.0,56914.93,7.98
24622,South Africa,"Rice, paddy",1992,21503,495.0,16582.0,16.48
9677,Guatemala,Sorghum,2013,17290,1996.0,20489.4,20.37
17725,Lebanon,Maize,2004,60000,661.0,1816.0,19.72
9284,Ghana,"Rice, paddy",2009,24109,1187.0,378.97,27.14
4348,Brazil,Potatoes,2009,248299,1761.0,335742.0,18.38
20738,Morocco,Maize,2010,12132,346.0,13697.0,18.87
13766,India,Sorghum,2009,9621,1083.0,28707.01,28.03
24144,Rwanda,Sorghum,2013,14433,1212.0,1841.5,19.93
25870,Sudan,"Rice, paddy",2012,31746,1712.0,2469.47,26.42
6884,Colombia,Maize,2011,28591,3240.0,53797.0,22.33
19373,Mexico,Maize,1996,22387,758.0,34468.93,17.2
7685,Ecuador,Potatoes,1998,92184,2274.0,21500.0,22.72
